sr_no,state,work,work_id,ida,honble_members_of_parliament,constituency,expenditure_date,vendor_name,payment_status,fund_disbursed_amount,amount
4001,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP389/2025-2026/195539,PALI(DISTRICT COLLECTOR PALI_IDA),Shri PP Chaudhary,PALI,2026-07-20,PUSHPA,Payment Success,3990,3990.0
4002,Gujarat,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP574/2025-2026/183680,PATAN(DISTRICT COLLECTOR PATAN_IDA),Bharatsinhji Shankarji Dabhi,PATAN,2026-08-10,MOTI CHANDUR GRAM PANCHAYAT,Payment Success,200000,200000.0
4003,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18306/2025-2026/186167,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),DR. M.P ABDUSSAMAD SAMADANI,PONNANI,2026-07-21,Abdu Sadique I P,Payment Success,471975,471975.0
4004,Haryana,Construction of boundary walls of existing public and community buildings,WS/MP18064/2025-2026/242490,KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),NAVEEN JINDAL,KURUKSHETRA,2026-07-21,THE MEHLA COOP LC SOCIETY,Payment Success,134080,134080.0
4005,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18346/2025-2026/219220,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI,RAE BARELI,2026-07-17,Mahadev prasad,Payment Success,163113,163113.0
4006,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18346/2025-2026/207976,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI,RAE BARELI,2026-07-24,Savita,Payment Success,115834,115834.0
4007,Meghalaya,Construction of rooms and halls in school and colleges,WS/MP18137/2026-2027/233023,RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA),ANDREW J. SYNGKON,SHILLONG,2026-07-20,Peter Jyrwa,Payment Success,200000,200000.0
4008,Nagaland,"Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings",WS/MP18391/2026-2027/283804,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,2026-08-06,Temsuzulu Jamir,Payment Success,1100000,1100000.0
4009,Nagaland,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP18391/2026-2027/283803,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,2026-08-06,Pangernukshi,Payment Success,500000,500000.0
4010,Maharashtra,Construction of bus-sheds or bus-stops,WS/MP18129/2026-2027/186078,PUNE(DISTRICT COLLECTOR PUNE_IDA),MURLIDHAR MOHOL,PUNE,2026-07-23,PREM SAI MAJUR SAHAKARI SANSTHA MARYADIT,Payment Success,990015,990015.0
4011,Maharashtra,Construction of bus-sheds or bus-stops,WS/MP18129/2026-2027/186079,PUNE(DISTRICT COLLECTOR PUNE_IDA),MURLIDHAR MOHOL,PUNE,2026-07-23,PREM SAI MAJUR SAHAKARI SANSTHA MARYADIT,Payment Success,997276,997276.0
4012,Maharashtra,Construction of bus-sheds or bus-stops,WS/MP18129/2026-2027/186080,PUNE(DISTRICT COLLECTOR PUNE_IDA),MURLIDHAR MOHOL,PUNE,2026-07-23,PREM SAI MAJUR SAHAKARI SANSTHA MARYADIT,Payment Success,996555,996555.0
4013,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18079/2025-2026/165392,BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),SAGAR ESHWAR KHANDRE,BIDAR,2026-07-17,VISHAL,Payment Success,300000,300000.0
4014,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18159/2025-2026/231148,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),BHUPENDER YADAV,ALWAR,2026-07-20,SHARMA CONTRACTOR,Payment Success,680399,680399.0
4015,Karnataka,Lighting of public spaces,WS/MP18079/2026-2027/235436,BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),SAGAR ESHWAR KHANDRE,BIDAR,2026-07-22,UMAKANT,Payment Success,187500,187500.0
4016,Karnataka,Construction of rooms and halls in school and colleges,WS/MP18079/2026-2027/235434,BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),SAGAR ESHWAR KHANDRE,BIDAR,2026-07-22,Shivkumar,Payment Success,375000,375000.0
4017,Nagaland,Construction of shelters for animals,WS/MP18391/2026-2027/283798,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,2026-07-22,R Marlemba Ao,Payment Success,250000,250000.0
4018,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18079/2025-2026/176753,BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),SAGAR ESHWAR KHANDRE,BIDAR,2026-07-22,PRALHAD,Payment Success,374250,374250.0
4019,Maharashtra,Construction of bus-sheds or bus-stops,WS/MP18129/2026-2027/186082,PUNE(DISTRICT COLLECTOR PUNE_IDA),MURLIDHAR MOHOL,PUNE,2026-07-23,AMBIKA MAJOOR SAHAKARI SANSTHA MARYADIT,Payment Success,998925,998925.0
4020,Nagaland,Construction of culverts and bridges,WS/MP18391/2026-2027/283801,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,2026-08-06,Akummeren Sanglir,Payment Success,250000,250000.0
4021,Assam,Construction of culverts and bridges,WS/MP18026/2026-2027/252171,CHIRANG(Deputy Commissioner Chirang_IDA),JOYANTA BASUMATARY,KOKRAJHAR (ST),2026-08-07,SURAT BORGOYARY,Payment Success,375000,375000.0
4022,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-28,Vinod Kumar Parashar,Payment Success,7452,7452.0
4023,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-08-08,Nand Lal Suthar,Payment Success,7452,7452.0
4024,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-28,Bhairu Lal Jat,Payment Success,3588,3588.0
4025,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-28,Teena Kumari,Payment Success,7452,7452.0
4026,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-28,Sanwar Mal,Payment Success,12114,12114.0
4027,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-28,Gayatri Devi,Payment Success,7452,7452.0
4028,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-28,Sunita Rebari,Payment Success,7452,7452.0
4029,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-28,Prahalad Rebari,Payment Success,20250,20250.0
4030,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-28,Noli devi,Payment Success,7452,7452.0
4031,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-28,Debi Lal Regar,Payment Success,7452,7452.0
4032,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-28,Vimala regar,Payment Success,7452,7452.0
4033,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-28,Rup Lal,Payment Success,20250,20250.0
4034,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/210179,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-28,Sanjay Rayaka,Payment Success,7452,7452.0
4035,Goa,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP571/2025-2026/156862,NORTH GOA(DISTRICT COLLECTOR NORTH GOA_IDA),Shripad Yesso Naik,NORTH GOA,2026-08-11,Laxmi Health Agencies,Payment Success,61425,61425.0
4036,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18096/2025-2026/219168,THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA),SURESH GOPI,THRISSUR,2026-07-18,MOHANAN E G,Payment Success,1156605,1156605.0
4037,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP428/2026-2027/275092,Kabeerdham(DISTRICT COLLECTOR KABIRDHAM),Santosh Pandey,RAJNANDGAON,2026-07-23,GRAM PANCHAYAT KOYLARJHORI,Payment Success,250000,250000.0
4038,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18216/2025-2026/239236,FATEHPUR(DISTRICT MAGISTRATE FATEHPUR_IDA),NARESH CHANDRA UTTAM PATEL,FATEHPUR,2026-07-18,MS SUSHMA CONSTRUCTION,Payment Success,440400,440400.0
4039,Assam,Construction of community centers and community halls,WS/MP18025/2025-2026/254868,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),KAMAKHYA PRASAD TASA,Kaziranga,2026-08-05,MAA ENTERPRISE,Payment Success,134380,134380.0
4040,Assam,Construction of community centers and community halls,WS/MP18025/2025-2026/254868,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),KAMAKHYA PRASAD TASA,Kaziranga,2026-08-05,MAA ENTERPRISE,Payment Success,134340,134340.0
4041,Bihar,Renovation of ponds and lakes,WS/MP18044/2025-2026/232324,SITAMARHI(DISTRICT PLANNING OFFICER SITAMARHI_IDA),DEVESH CHANDRA THAKUR,SITAMARHI,2026-07-20,CHANDRA KANT MANI,Payment Success,593277,593277.0
4042,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18346/2025-2026/219219,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI,RAE BARELI,2026-07-22,MAA PITAMBRA GROUP,Payment Success,321713,321713.0
4043,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18103/2026-2027/288910,SHIVPURI(District Collector Shivpuri_IDA),BHARAT SINGH KUSHWAH,GWALIOR,2026-07-30,Gram Panchayat Jaitpur,Payment Success,250000,250000.0
4044,Punjab,Renovation of ponds and lakes,WS/MP18314/2025-2026/219609,SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-08-04,Inderjeet Singh,Payment Success,96600,96600.0
4045,Telangana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18188/2025-2026/184566,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,2026-08-01,SRI TIRUMALA ELEVATORS AND ENTERPRISES,Payment Success,125000,125000.0
4046,Madhya Pradesh,Construction of culverts and bridges,WS/MP18103/2026-2027/286173,SHIVPURI(District Collector Shivpuri_IDA),BHARAT SINGH KUSHWAH,GWALIOR,2026-07-23,Gram Panchayat Kaikhoda,Payment Success,250000,250000.0
4047,Madhya Pradesh,Construction of community centers and community halls,WS/MP18104/2026-2027/154225,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,2026-07-21,SHRI SANKAT MOCHAN JAN KALYAN SAMITI,Payment Success,180000,180000.0
4048,Maharashtra,Construction of community centers and community halls,WS/MP18134/2025-2026/179433,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),2026-07-29,Ch Shramlaxmi Majur Sah Sanstha Ltd Waladgaon,Payment Success,496027,496027.0
4049,Punjab,Construction of stadiums,WS/MP18158/2025-2026/230318,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,2026-07-16,ms Karam Chand hari singh bko,Payment Success,48972,48972.0
4050,Punjab,Construction of stadiums,WS/MP18158/2025-2026/230318,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,2026-07-16,ms Karam Chand hari singh bko,Payment Success,48972,48972.0
4051,Madhya Pradesh,Construction of common work sheds/ common covered sitting area,WS/MP643/2025-2026/251157,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,2026-07-18,Sudhir Bare,Payment Success,34900,34900.0
4052,Madhya Pradesh,Construction of common work sheds/ common covered sitting area,WS/MP643/2025-2026/251157,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,2026-07-18,Dilip Patel,Payment Success,34800,34800.0
4053,Karnataka,Construction of community centers and community halls,WS/MP18356/2026-2027/213107,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),PRIYANKA SATISH JARKIHOLI,CHIKKODI,2026-07-25,RAGHVENDRA MARUTI NAIK,Payment Success,375000,375000.0
4054,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18356/2026-2027/228792,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),PRIYANKA SATISH JARKIHOLI,CHIKKODI,2026-07-25,VINAYAK MANE,Payment Success,375000,375000.0
4055,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18143/2026-2027/276613,Jajpur(DISTRICT COLLECTOR JAJPUR_IDA),RABINDRA NARAYAN BEHERA,JAJPUR(SC),2026-07-16,PITHA HANSDAH,Payment Success,451220,451220.0
4056,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18202/2025-2026/246930,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DHARMENDRA YADAV,AZAMGARH,2026-07-16,S K ENTERPRISES,Payment Success,967324,967324.0
4057,Andhra Pradesh,Construction of bus-sheds or bus-stops,WS/MP18014/2025-2026/240964,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),PRABHAKAR REDDY VEMIREDDY,NELLORE(SC),2026-07-27,CHERUKURU CHINNA PENCHALAIAH,Payment Success,499887,499887.0
4058,Assam,Construction of buildings for community cultural activities,WS/MP18026/2026-2027/225874,CHIRANG(Deputy Commissioner Chirang_IDA),JOYANTA BASUMATARY,KOKRAJHAR (ST),2026-07-27,Mr MAHANTA NARZARY,Payment Success,750000,750000.0
4059,Assam,Construction of culverts and bridges,WS/MP18026/2026-2027/225875,CHIRANG(Deputy Commissioner Chirang_IDA),JOYANTA BASUMATARY,KOKRAJHAR (ST),2026-07-16,Mr MAHANTA NARZARY,Payment Success,1125000,1125000.0
4060,Odisha,Construction of community centers and community halls,WS/MP18147/2025-2026/232498,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),NABA CHARAN MAJHI,MAYURBHANJ (ST),2026-07-17,BIDYADHARA PATRA,Payment Success,394762,394762.0
4061,Odisha,Construction of community centers and community halls,WS/MP18147/2025-2026/232498,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),NABA CHARAN MAJHI,MAYURBHANJ (ST),2026-07-17,BDO KUSUMI,Payment Success,14542,14542.0
4062,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18120/2026-2027/169230,NANDED(DISTRICT COLLECTOR NANDED_IDA),AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,2026-07-20,Jai hind penting plumber road v building works majur,Payment Success,1981405,1981405.0
4063,Bihar,Construction of rooms and halls in school and colleges,WS/MP418/2026-2027/278098,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Pradeep Kumar Singh,ARARIA,2026-07-16,BIBI NASRIN,Payment Success,1492019,1492019.0
4064,Kerala,Forest conservation infrastructure,WS/MP353/2025-2026/188636,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),Adv Dean Kuriakose,IDUKKI,2026-07-22,Biju K Varghese,Payment Success,717530,717530.0
4065,Punjab,Development of playfields and sports grounds,WS/MP18314/2025-2026/262903,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-08-11,Goyal Sports And  Trophy House,Payment Success,45000,45000.0
4066,Maharashtra,Construction of community centers and community halls,WS/MP18134/2025-2026/181927,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),2026-07-31,SHIVSHANKAR MAJOOR SAHAKARI SANSTHA LIMITED,Payment Success,423406,423406.0
4067,Telangana,Construction of common work sheds/ common covered sitting area,WS/MP18191/2026-2027/222890,MAHABUBNAGAR(DISTRICT COLLECTOR MAHABUBNAGAR_3),ARUNA. D. K,MAHABUBNAGAR,2026-07-18,MUNGI NAVEEN REDDY,Payment Success,699583,699583.0
4068,Telangana,Construction of community centers and community halls,WS/MP18191/2024-2025/168738,MAHABUBNAGAR(DISTRICT COLLECTOR MAHABUBNAGAR_3),ARUNA. D. K,MAHABUBNAGAR,2026-07-18,MUNGI NAVEEN REDDY,Payment Success,698391,698391.0
4069,Maharashtra,Street lights,WS/MP18429/2026-2027/207496,NANDED(DISTRICT COLLECTOR NANDED_IDA),Ravindra Vasantrao Chavan,NANDED,2026-08-18,VED ELECTRICALS,Payment Success,499000,499000.0
4070,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18257/2025-2026/200342,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),ABHIJIT GANGOPADHYAY,TAMLUK,2026-07-29,AM Construction,Payment Success,298906,298906.0
4071,Maharashtra,Street lights,WS/MP18429/2026-2027/207498,NANDED(DISTRICT COLLECTOR NANDED_IDA),Ravindra Vasantrao Chavan,NANDED,2026-08-18,MAROTI ELECTRICAL,Payment Success,499000,499000.0
4072,Chhattisgarh,Construction of common work sheds/ common covered sitting area,WS/MP18354/2026-2027/269202,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-07-18,MR KURWAN GRAM PANCHAYAT KURWAN,Payment Success,74945,74945.0
4073,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/203474,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-25,Lokesh kumar meena,Payment Success,6440,6440.0
4074,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP740/2026-2027/211760,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),Andimuthu Raja,NILGIRIS(SC),2026-07-27,KASTHURI SHANMUGAM,Payment Success,1482790,1482790.0
4075,Tamil Nadu,Lighting of public spaces,WS/MP747/2026-2027/269416,VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),Manickam Tagore B,VIRUDHUNAGAR,2026-07-27,THIRUPATHYRAJ R,Payment Success,120000,120000.0
4076,Rajasthan,Street lights,WS/MP18169/2026-2027/260421,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,2026-07-20,TANU ENTERPRISES,Payment Success,794188,794188.0
4077,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP716/2025-2026/226774,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),Smt Harsimrat Kaur Badal,BHATINDA,2026-07-16,BHULLAR FARMS,Payment Success,28000,28000.0
4078,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/226775,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),Smt Harsimrat Kaur Badal,BHATINDA,2026-07-19,BHULLAR FARMS,Payment Success,36250,36250.0
4079,Tamil Nadu,Construction of common work sheds/ common covered sitting area,WS/MP751/2026-2027/210012,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),S Venkatesan,MADURAI,2026-07-15,ALAGARSAMY P,Payment Success,2566137,2566137.0
4080,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18051/2026-2027/282650,MAHASAMUND(DISTRICT COLLECTOR MAHASAMUND_IDA),ROOP KUMARI CHOUDHARY,MAHASAMUND,2026-07-17,GP BHAWARCHUWA,Payment Success,350000,350000.0
4081,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18264/2025-2026/204945,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),ADV K FRANCIS GEORGE,KOTTAYAM,2026-08-13,Sabu R,Payment Success,273495,273495.0
4082,Assam,Construction of community centers and community halls,WS/MP18022/2025-2026/170963,TINSUKIA(DC Tinsukia),Shri Sarbananda Sonowal (18LS),DIBRUGARH,2026-07-20,MEERA ENTERPRISE,Payment Success,500000,500000.0
4083,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP440/2026-2027/161945,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),Vellalath Kochukrishnan Nair Sreekandan,PALAKKAD,2026-07-17,Poweron Buisness Solutions,Payment Success,267960,267960.0
4084,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP440/2026-2027/161945,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),Vellalath Kochukrishnan Nair Sreekandan,PALAKKAD,2026-07-17,SUNRISE ENTERPRISES,Payment Success,49900,49900.0
4085,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP440/2026-2027/161945,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),Vellalath Kochukrishnan Nair Sreekandan,PALAKKAD,2026-07-17,THEJAS TRADING CORPORATION,Payment Success,49899,49899.0
4086,Lakshadweep,Purchase of hospital equipment,WS/MP18279/2025-2026/213958,LAKSHADWEEP DISTRICT(COLLECTOR CUM DEV COMMISSIONER LAKSHADWEEP_IDA),MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP(ST),2026-07-20,Warsi Medico Systems and Services,Payment Success,106000,106000.0
4087,Gujarat,Purchase of hospital equipment,WS/MP18053/2026-2027/256906,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),2026-07-17,SOFTHARD INNOVATIONS SOLUTIONS PRIVATE LIMITED,Payment Success,9000000,9000000.0
4088,Gujarat,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18058/2025-2026/215794,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),DR. HEMANG JOSHI,VADODARA,2026-08-17,VEJALPUR GRAM PANCHYAT,Payment Success,500000,500000.0
4089,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP323/2025-2026/219032,JUNAGADH(DISTRICT COLLECTOR JUNAGADH_IDA),Rajeshbhai Naranbhai Chudasama,JUNAGADH,2026-08-01,Gram Panchayat Ratang,Payment Success,294836,294836.0
4090,Madhya Pradesh,Construction of common work sheds/ common covered sitting area,WS/MP18099/2026-2027/289986,BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),ALOK SHARMA,BHOPAL,2026-07-20,Khatakhedi,Payment Success,1400000,1400000.0
4091,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18055/2025-2026/241657,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,2026-07-16,Mahadeviya Gram Panchayat,Payment Success,300000,300000.0
4092,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18055/2025-2026/241658,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,2026-07-16,Mahadeviya Gram Panchayat,Payment Success,200000,200000.0
4093,Gujarat,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP18055/2025-2026/241660,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,2026-07-16,Ghogha Gram Panchayat,Payment Success,200000,200000.0
4094,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18161/2025-2026/258056,Deeg(DISTRICT COLLECTOR Deeg_IDA),SANJNA JATAV,BHARATPUR(SC),2026-07-15,gp aaju,Payment Success,72855,72855.0
4095,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18161/2025-2026/258055,Deeg(DISTRICT COLLECTOR Deeg_IDA),SANJNA JATAV,BHARATPUR(SC),2026-07-15,gp aaju,Payment Success,87225,87225.0
4096,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18324/2025-2026/234246,BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,2026-07-21,JALIYA GRAMPANCHAYAT,Payment Success,299289,299289.0
4097,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18311/2025-2026/219454,Shahid Bhagat Singh Nagar(Deputy Commissioner Shahid Bhagat Singh Nagar_ida),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-07-21,MS JOSHI ENTERPRISES,Payment Success,40000,40000.0
4098,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18311/2025-2026/219454,Shahid Bhagat Singh Nagar(Deputy Commissioner Shahid Bhagat Singh Nagar_ida),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-07-21,LAKHAN LAL,Payment Success,58092,58092.0
4099,Bihar,Construction of public staircase/ stair ghat for public convenience,WS/MP316/2025-2026/227532,SARAN(DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA),Shri Janardan Singh Sigriwal,MAHARAJGANJ_BR,2026-07-15,AVINESH KUMAR OJHA,Payment Success,1276416,1276416.0
4100,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18146/2026-2027/250650,Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA),ANANTA NAYAK,KEONJHAR(ST),2026-07-15,Gopinath Ram,Payment Success,360096,360096.0
4101,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18351/2026-2027/272186,Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),DR BYREDDY SHABARI,NANDYAL,2026-08-07,T NAGA BHARGAVA REDDY,Payment Success,499915,499915.0
