sr_no,work_category,work,state,ida,honble_members_of_parliament,constituency,work_description,recommended_date,sanction_date,sanction_amount,work_status,work_id,amount
5532,Normal/Others,WS/MP761/2024-2025/146426-Construction of boundary walls of existing public and community buildings,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Boundary wall to Govt Jr college,09-Oct-2024,2024-11-13,495000,Work Completed,WS/MP761/2024-2025/146426,495000.0
5533,Normal/Others,WS/MP761/2024-2025/146434-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Community hall in SC Madiga Colony at Arapet 5th ward Metpally,09-Oct-2024,2024-10-15,249579,Physical Inspection,WS/MP761/2024-2025/146434,249579.0
5534,Normal/Others,WS/MP579/2024-2025/146435-Construction of common work sheds/ common covered sitting area,Gujarat,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,Kathana Game Mahadev Mandir Pase Rain Basera nu Kam,09-Oct-2024,2025-01-30,199725,Physical Inspection,WS/MP579/2024-2025/146435,199725.0
5535,Normal/Others,WS/MP579/2024-2025/146436-Improvement of electricity distribution infrastructure,Gujarat,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,Chuva Game Ravnapura Mahila Dudh Utpadak Sahkari Mandali Vijalikaran Kam,09-Oct-2024,2024-11-19,123429,Physical Inspection,WS/MP579/2024-2025/146436,123429.0
5536,Normal/Others,WS/MP579/2025-2026/146437-Development of playground,Gujarat,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,Vidyanagar- Sardar Patel University Sthit Sanskar Balwadi Khate Balako mate Ramat Gamat na Sadhano,09-Oct-2024,2025-05-30,348500,Physical Inspection,WS/MP579/2025-2026/146437,348500.0
5537,Normal/Others,"WS/MP013/2024-2025/146441-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Sikkim,Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA),Indra Hang Subba,SIKKIM,Construction of protective wall for village footpath near the house of Mr.P.T Bhutia at Middle Luing,09-Oct-2024,2024-12-04,3200000,Work Completed,WS/MP013/2024-2025/146441,3200000.0
5538,Normal/Others,"WS/MP710/2024-2025/146442-Construction of roads, link roads, pathways or any other road with or without drainage system",Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Vaithilingam Ve,Puducherry,"Balance work of Construction of U drain at Annaitherasa Nagar, Murungapakkam, Puducherry",09-Oct-2024,2024-11-05,1720000,Physical Inspection,WS/MP710/2024-2025/146442,1720000.0
5539,Normal/Others,WS/MP435/2024-2025/146444-Construction of common work sheds/ common covered sitting area,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of Watch Tower at Vaina Hill, Kocha, village-Obar/Obar under Nawagarh Panchayat, Angara block.",09-Oct-2024,2024-12-31,505500,Vendor Identification,WS/MP435/2024-2025/146444,505500.0
5540,Normal/Others,WS/MP435/2024-2025/146445-Construction of common work sheds/ common covered sitting area,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of Watch Tower at Dumar Toli, village-Obar/Obar under Nawagarh Panchayat, Angara block.",09-Oct-2024,2024-12-31,505500,Vendor Identification,WS/MP435/2024-2025/146445,505500.0
5541,Normal/Others,WS/MP435/2024-2025/146446-Construction of common work sheds/ common covered sitting area,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of Watch Tower at Jamri Tand, village-Obar/Obar under Nawagarh Panchayat, Angara block.",09-Oct-2024,2024-12-31,505500,Vendor Identification,WS/MP435/2024-2025/146446,505500.0
5542,Normal/Others,WS/MP435/2024-2025/146447-Construction of common work sheds/ common covered sitting area,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of Watch Tower at  village-Rangamati under Nawagarh Panchayat, Angara block.",09-Oct-2024,2024-12-31,505500,Vendor Identification,WS/MP435/2024-2025/146447,505500.0
5543,Normal/Others,WS/MP435/2024-2025/146448-Construction of common work sheds/ common covered sitting area,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of Watch Tower at village-Nawagarh under Nawagarh Panchayat, Angara block.",09-Oct-2024,2024-12-31,505500,Vendor Identification,WS/MP435/2024-2025/146448,505500.0
5544,Normal/Others,"WS/MP435/2024-2025/146449-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of PCC Road from near Kathal More, NH-23 via Suman Kumar's house at Dev Nagar, Kathal More, under Ward-13, Ranchi",09-Oct-2024,2024-12-31,686300,Physical Inspection,WS/MP435/2024-2025/146449,686300.0
5545,Normal/Others,"WS/MP435/2024-2025/146450-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of PCC Road near Nutan Apartment at Pragati Path, Jayprakash Nagar under Ward-06, Ranchi",09-Oct-2024,2024-12-31,585200,Physical Inspection,WS/MP435/2024-2025/146450,585200.0
5546,Normal/Others,WS/MP341/2025-2026/146451-Installing community drinking water plants,Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),Shri LS Tejasvi Surya,BANGALORE SOUTH,"Installing Clean Water Drinking Plant in front of Sri Akhandeswaraswamy Temple, Bairasandra 1st Main Road, Jayanagar 1st East Block, Jayanagar Assembly Constituency, Bengaluru South",09-Oct-2024,2025-04-09,1199943,Physical Inspection,WS/MP341/2025-2026/146451,1199943.0
5547,Normal/Others,WS/MP341/2025-2026/146452-Installing community drinking water plants,Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),Shri LS Tejasvi Surya,BANGALORE SOUTH,"Installation of Clean Drinking Water Plant in the empty space available in premises of Indira Canteen located in 1st Cross Road, Byrasandra 8th Main Road, Jayanagar 1st East Block, Jayanagar Assembly Constituency, Bengaluru South",09-Oct-2024,2025-04-09,1199899,Physical Inspection,WS/MP341/2025-2026/146452,1199899.0
5548,Normal/Others,"WS/MP435/2024-2025/146454-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of PCC Road from Kuila Bedia's house via Swarnrekha River at Barwa Toli, Village-Rangamati under Angara Block.",09-Oct-2024,2024-12-31,454400,Physical Inspection,WS/MP435/2024-2025/146454,454400.0
5549,Normal/Others,WS/MP435/2024-2025/146457-Construction of common work sheds/ common covered sitting area,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of Shed near Martyr Jeetram Bedia Memorial Place at Piska Chowk, under Ichadag Panchayat, Ormanjhi Block.",09-Oct-2024,2024-12-31,1499500,Vendor Identification,WS/MP435/2024-2025/146457,1499500.0
5550,Normal/Others,WS/MP435/2024-2025/146460-Construction of culverts and bridges,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of Culvert at Patra Gonda, Kanke Dam Side under ward-01, Ranchi.",09-Oct-2024,2024-12-31,1298900,Vendor Identification,WS/MP435/2024-2025/146460,1298900.0
5551,Normal/Others,WS/MP435/2024-2025/146461-Construction of community centers and community halls,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of Community Hall at Sarna Samiti Akhra, Veer Birsa Nagar, East jail more under ward-18, Ranchi.",09-Oct-2024,2024-12-26,1325800,Physical Inspection,WS/MP435/2024-2025/146461,1325800.0
5552,Normal/Others,WS/MP444/2025-2026/146462-Purchase of mobile water tankers,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Durga Das Uikey,BETUL(ST),L.No. 181 Betul Dt. 07.10.2024 Gram Panchayat Ambada ke Gram Ambada me Water Tenkar,14-Oct-2024,2025-04-03,190546,Physical Inspection,WS/MP444/2025-2026/146462,190546.0
5553,Normal/Others,WS/MP444/2025-2026/146463-Purchase of mobile water tankers,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Durga Das Uikey,BETUL(ST),L.No. 181 Betul Dt. 07.10.2024 Gram Panchayat Roshni ke Gram Roshni me Water Tenkar,14-Oct-2024,2025-04-03,190546,Physical Inspection,WS/MP444/2025-2026/146463,190546.0
5554,Normal/Others,WS/MP444/2025-2026/146464-Purchase of mobile water tankers,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Durga Das Uikey,BETUL(ST),L.No. 181 Betul Dt. 07.10.2024 Gram Panchayat Mohalkhari ke Gram Mohalkhari me Water Tenkar,14-Oct-2024,2025-04-03,190546,Physical Inspection,WS/MP444/2025-2026/146464,190546.0
5555,Normal/Others,WS/MP444/2025-2026/146465-Purchase of mobile water tankers,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Durga Das Uikey,BETUL(ST),L.No. 181 Betul Dt. 07.10.2024 Gram Panchayat Goulkheda ke Gram Goulkheda me Water Tenkar,14-Oct-2024,2025-04-03,190546,Physical Inspection,WS/MP444/2025-2026/146465,190546.0
5556,Normal/Others,WS/MP444/2025-2026/146466-Purchase of mobile water tankers,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Durga Das Uikey,BETUL(ST),L.No. 181 Betul Dt. 07.10.2024 Gram Panchayat Dhawadi ke Gram Dhawadi me Water Tenkar,14-Oct-2024,2025-04-03,190546,Physical Inspection,WS/MP444/2025-2026/146466,190546.0
5557,Normal/Others,WS/MP444/2025-2026/146467-Purchase of mobile water tankers,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Durga Das Uikey,BETUL(ST),L.No. 181 Betul Dt. 07.10.2024 Gram Panchayat Semlya ke Gram Semlya me Water Tenkar,14-Oct-2024,2025-04-03,190546,Physical Inspection,WS/MP444/2025-2026/146467,190546.0
5558,Normal/Others,WS/MP444/2025-2026/146468-Purchase of mobile water tankers,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Durga Das Uikey,BETUL(ST),L.No. 181 Betul Dt. 07.10.2024 Gram Panchayat Patalda ke Gram Patalda me Water Tenkar,14-Oct-2024,2025-04-03,190546,Physical Inspection,WS/MP444/2025-2026/146468,190546.0
5559,Normal/Others,WS/MP444/2025-2026/146469-Purchase of mobile water tankers,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Durga Das Uikey,BETUL(ST),L.No. 181 Betul Dt. 07.10.2024 Gram Panchayat Mahelu ke Gram Mahelu me Water Tenkar,14-Oct-2024,2025-04-03,190546,Physical Inspection,WS/MP444/2025-2026/146469,190546.0
5560,Normal/Others,WS/MP444/2025-2026/146470-Purchase of mobile water tankers,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Durga Das Uikey,BETUL(ST),L.No. 181 Betul Dt. 07.10.2024 Gram Panchayat Dhakochi ke Gram Dhakochi me Water Tenkar,14-Oct-2024,2025-04-03,190546,Physical Inspection,WS/MP444/2025-2026/146470,190546.0
5561,Normal/Others,WS/MP444/2025-2026/146471-Purchase of mobile water tankers,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Durga Das Uikey,BETUL(ST),L.No. 181 Betul Dt. 07.10.2024 Gram Panchayat Sawali kheda ke Gram Sawali kheda me Water Tenkar,14-Oct-2024,2025-04-03,190546,Physical Inspection,WS/MP444/2025-2026/146471,190546.0
5562,Normal/Others,WS/MP444/2025-2026/146472-Purchase of mobile water tankers,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Durga Das Uikey,BETUL(ST),L.No. 181 Betul Dt. 07.10.2024 Gram Panchayat Awaliya ke Gram Awaliya me Water Tenkar,14-Oct-2024,2025-04-03,190546,Physical Inspection,WS/MP444/2025-2026/146472,190546.0
5563,Repair and Renovation,WS/MP18357/2024-2025/146473-Construction of rooms and halls in school and colleges,Madhya Pradesh,GUNA(District Collector Guna_IDA),JYOTIRADITYA M. SCINDIA,GUNA,"Roof Grading, Water Proofing, Plaster, Floor and Whitewash related important work of Government Primary School Ganeshpura Block Guna",09-Oct-2024,2025-02-25,300000,Vendor Identification,WS/MP18357/2024-2025/146473,300000.0
5564,Repair and Renovation,WS/MP18357/2024-2025/146474-Construction of rooms and halls in school and colleges,Madhya Pradesh,GUNA(District Collector Guna_IDA),JYOTIRADITYA M. SCINDIA,GUNA,"Roof Grading, Water Proofing, Plaster, Floor and Whitewash related important work of Government Primary School Khaskhera Block Guna",09-Oct-2024,2025-02-25,321000,Vendor Identification,WS/MP18357/2024-2025/146474,321000.0
5565,Normal/Others,WS/MP761/2024-2025/146482-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of community hall in Munnurukapu Colony,09-Oct-2024,2024-10-25,399973,Physical Inspection,WS/MP761/2024-2025/146482,399973.0
5566,Normal/Others,WS/MP444/2024-2025/146484-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Masangaon ke  GramMasangaon me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146484,259942.0
5567,Normal/Others,WS/MP444/2024-2025/146485-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Sonkhedi ke gram sonkhedi me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146485,259942.0
5568,Normal/Others,WS/MP444/2024-2025/146486-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat  Sonkhedi ke Gram Bhounkhedi me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146486,259942.0
5569,Normal/Others,WS/MP444/2024-2025/146488-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat  Kakariya ke Gram Kakariya me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146488,259942.0
5570,Normal/Others,WS/MP444/2024-2025/146489-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Railwa ke gram Railwa me,14-Oct-2024,2025-01-13,259942,Physical Inspection,WS/MP444/2024-2025/146489,259942.0
5571,Normal/Others,WS/MP444/2024-2025/146491-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Masangaon ke Gangla me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146491,259942.0
5572,Normal/Others,WS/MP444/2024-2025/146492-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Pokharni ke  Gram pokharni main road par,14-Oct-2024,2024-11-30,259942,Physical Inspection,WS/MP444/2024-2025/146492,259942.0
5573,Normal/Others,WS/MP444/2024-2025/146493-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Nousar ke gram Nousar me,14-Oct-2024,2024-11-30,259942,Physical Inspection,WS/MP444/2024-2025/146493,259942.0
5574,Normal/Others,WS/MP444/2024-2025/146495-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Sanyasa ke Gram sanyasa me,14-Oct-2024,2024-11-30,259942,Physical Inspection,WS/MP444/2024-2025/146495,259942.0
5575,Normal/Others,WS/MP444/2024-2025/146496-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Godagaon kala me,14-Oct-2024,2024-11-30,259942,Physical Inspection,WS/MP444/2024-2025/146496,259942.0
5576,Normal/Others,WS/MP444/2024-2025/146497-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Chipaner ke Gram Chipaner me bridge ke pass,14-Oct-2024,2024-11-30,259942,Physical Inspection,WS/MP444/2024-2025/146497,259942.0
5577,Normal/Others,WS/MP444/2024-2025/146499-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Khidkai me,14-Oct-2024,2024-11-30,259942,Physical Inspection,WS/MP444/2024-2025/146499,259942.0
5578,Normal/Others,WS/MP444/2024-2025/146500-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Badnagar ke gram Salabadi me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146500,259942.0
5579,Normal/Others,WS/MP444/2024-2025/146501-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Neemkheda mal me Panchmukhi Hanuman Mandir ke pass,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146501,259942.0
5580,Normal/Others,WS/MP444/2024-2025/146502-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Khamlai me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146502,259942.0
5581,Normal/Others,WS/MP444/2024-2025/146503-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Kaliya khedi ke gram Jhajhri me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146503,259942.0
5582,Normal/Others,WS/MP444/2024-2025/146504-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Neemkheda ke gram Sakatiya me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146504,259942.0
5583,Normal/Others,WS/MP444/2024-2025/146505-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Padwa me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146505,259942.0
5584,Normal/Others,WS/MP444/2024-2025/146506-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Pokharni ke Basantpura me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146506,259942.0
5585,Normal/Others,WS/MP444/2024-2025/146507-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Sarsood me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146507,259942.0
5586,Normal/Others,WS/MP444/2024-2025/146508-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Mandla me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146508,259942.0
5587,Normal/Others,WS/MP444/2024-2025/146509-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Saktapur ke gram Bafla me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146509,259942.0
5588,Normal/Others,WS/MP444/2024-2025/146510-Construction of bus-sheds or bus-stops,Madhya Pradesh,HARDA(District Collector Harda_IDA),Durga Das Uikey,BETUL(ST),L.No. 184 Dt 07.10.2024 Gram Panchayat Mohal kala me,14-Oct-2024,2024-12-05,259942,Physical Inspection,WS/MP444/2024-2025/146510,259942.0
