sr_no,work_category,work,state,ida,honble_members_of_parliament,constituency,work_description,recommended_date,sanction_date,sanction_amount,work_status,work_id,amount
2406,Normal/Others,WS/MP479/2024-2025/140163-Street lights,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),"Installation of Solar LED Street Light with Pole (Pole 6mtr, 18Watt, Battery 12.8V, 24 AH Lithium Ferro Battery, Module 75Wp Solar Panel) Total 22 Nos. x 38000/ each",10-Sep-2024,2024-12-13,748139,Physical Inspection,WS/MP479/2024-2025/140163,748139.0
2407,Normal/Others,WS/MP479/2024-2025/140164-Street lights,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),"Installation of Solar LED Street Light with Pole (Pole 6mtr, 18Watt, Battery 12.8V, 24 AH Lithium Ferro Battery, Module 75Wp Solar Panel) Total 49 Nos. x 38000/ each",10-Sep-2024,2024-12-13,1663643,Physical Inspection,WS/MP479/2024-2025/140164,1663643.0
2408,Normal/Others,WS/MP479/2024-2025/140165-Lighting of public spaces,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),"Installation of Solar LED Light with Pole (Lights 24Watt x 2, Pole 7mtr. Octagonal with Manual Ladder, Battery 12.8V,30A H Lithium ferro, Module 150Wp Solar Panel) Total 2 Nos. X 65000/ each",10-Sep-2024,2024-12-13,129932,Physical Inspection,WS/MP479/2024-2025/140165,129932.0
2409,Normal/Others,WS/MP479/2024-2025/140168-Lighting of public spaces,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),"Installation of Solar LED Light with Pole (Lights 24Watt x 2, Pole 7mtr. Octagonal with Manual Ladder, Battery 12.8V,30A H Lithium ferro, Module 150Wp Solar Panel) Total 4 Nos. X 65000/ each",10-Sep-2024,2024-12-13,259864,Physical Inspection,WS/MP479/2024-2025/140168,259864.0
2410,Normal/Others,WS/MP18161/2024-2025/140180-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),SANJNA JATAV,BHARATPUR(SC),shamshan ghat me shavdah grah v anya vikash karya gram baghai work agency gp jatoli Rathman,10-Sep-2024,2025-01-07,600000,Work Completed,WS/MP18161/2024-2025/140180,600000.0
2411,Normal/Others,WS/MP18161/2024-2025/140182-Construction of rooms and halls in school and colleges,Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),SANJNA JATAV,BHARATPUR(SC),shesh baramda nirman karya rajkiya uchcha madhyamik school gram karhi,10-Sep-2024,2024-12-12,300000,Vendor Identification,WS/MP18161/2024-2025/140182,300000.0
2412,Normal/Others,"WS/MP18161/2024-2025/140183-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),SANJNA JATAV,BHARATPUR(SC),interlocking/ cc nirman karya bhumiya baba par se main rasta ki or gram bharkau work agency gp dahra,10-Sep-2024,2024-12-18,250000,Work partially Completed,WS/MP18161/2024-2025/140183,250000.0
2413,Normal/Others,"WS/MP18161/2024-2025/140184-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),SANJNA JATAV,BHARATPUR(SC),interlocking / cc kharnja nirman karya deepachand ke ghar se bhagwan singh ke ghar ki or gram dahra,10-Sep-2024,2024-12-18,250000,Vendor Identification,WS/MP18161/2024-2025/140184,250000.0
2414,Normal/Others,"WS/MP370/2024-2025/140197-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Kusumura, GP-Kusumura, Block Balisankara",20-Sep-2024,2024-12-05,480000,Work Completed,WS/MP370/2024-2025/140197,480000.0
2415,Normal/Others,"WS/MP370/2024-2025/140198-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at Govt. Primary School, Block Colony, GP-Balisankara, Block-Balisankara",20-Sep-2024,2024-11-19,480000,Work Completed,WS/MP370/2024-2025/140198,480000.0
2416,Normal/Others,"WS/MP370/2024-2025/140199-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Kendudihi, GP-Tildega, Block-Balisankara",20-Sep-2024,2024-11-28,480000,Work Completed,WS/MP370/2024-2025/140199,480000.0
2417,Normal/Others,"WS/MP370/2024-2025/140200-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Jadakudar, GP-Beheradihi, Block-Balisankara",20-Sep-2024,2024-12-05,480000,Work Completed,WS/MP370/2024-2025/140200,480000.0
2418,Normal/Others,"WS/MP370/2024-2025/140201-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Khampur, GP-Rampur, Block-Balisankara",20-Sep-2024,2024-11-28,480000,Work Completed,WS/MP370/2024-2025/140201,480000.0
2419,Normal/Others,"WS/MP370/2024-2025/140202-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Kupatangar, GP-Kinjirkela, Block-Balisankara",20-Sep-2024,2024-12-05,480000,Work Completed,WS/MP370/2024-2025/140202,480000.0
2420,Normal/Others,"WS/MP370/2024-2025/140203-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Bandega, GP-Bandega, Block Balisankara",20-Sep-2024,2024-11-19,480000,Work Completed,WS/MP370/2024-2025/140203,480000.0
2421,Normal/Others,"WS/MP370/2024-2025/140204-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. Primary School, Girjapara, GP-Dhubendand, Block-Balisankara",20-Sep-2024,2024-11-19,480000,Work Completed,WS/MP370/2024-2025/140204,480000.0
2422,Normal/Others,"WS/MP370/2024-2025/140205-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Tilia, GP-Sagbahal, Block-Balisankara",20-Sep-2024,2024-11-19,480000,Work Completed,WS/MP370/2024-2025/140205,480000.0
2423,Normal/Others,"WS/MP370/2024-2025/140206-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Sikajore, GP-Tileikani",20-Sep-2024,2024-12-05,480000,Work Completed,WS/MP370/2024-2025/140206,480000.0
2424,Normal/Others,"WS/MP370/2024-2025/140207-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Gailo, GP-Jaisar, Block-Subdega",20-Sep-2024,2024-10-25,480000,Work Completed,WS/MP370/2024-2025/140207,480000.0
2425,Normal/Others,"WS/MP370/2024-2025/140208-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Luhurenberni, GP-Hamirpur, Block-Subdega",20-Sep-2024,2024-10-25,480000,Work Completed,WS/MP370/2024-2025/140208,480000.0
2426,Normal/Others,"WS/MP370/2024-2025/140209-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Jamuna, GP-Jamuna, Block-Subdega",20-Sep-2024,2024-10-25,480000,Work Completed,WS/MP370/2024-2025/140209,480000.0
2427,Normal/Others,"WS/MP370/2024-2025/140210-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Baurimunda, GP- Rajpur, Block-Subdega",20-Sep-2024,2024-10-25,480000,Work Completed,WS/MP370/2024-2025/140210,480000.0
2428,Normal/Others,"WS/MP370/2024-2025/140211-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at  Govt. U.P. School, Tedgamuha, GP-Rajpur, Block-Subdega",20-Sep-2024,2024-10-25,480000,Work Completed,WS/MP370/2024-2025/140211,480000.0
2429,Normal/Others,WS/MP18076/2025-2026/140212-Construction of New Building,Karnataka,Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA),DR C N MANJUNATH,BANGALORE RURAL,Construction of New Building for Hujenahalli Milk Producers Co-operative Society Ltd.,10-Sep-2024,2025-08-08,300000,Work Completed,WS/MP18076/2025-2026/140212,300000.0
2430,Normal/Others,WS/MP18176/2024-2025/140224-Construction of buildings for crèches and anganwadies,Tamil Nadu,DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),SACHITHANANTHAM R,DINDIGUL,CONSTRUCTION OF KATTAKAMANPATTY ANGANWADI BUILDING,12-Sep-2024,2024-09-20,1655000,Work Completed,WS/MP18176/2024-2025/140224,1655000.0
2431,Normal/Others,"WS/MP18074/2024-2025/140226-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Construction of PCC road from Maniram Munda's house to Gothauli in village Todangdih of Baruhatu Panchayat under Kuchai block.,10-Sep-2024,2024-10-09,500000,Vendor Identification,WS/MP18074/2024-2025/140226,500000.0
2432,Normal/Others,WS/MP18074/2024-2025/140227-Construction of public staircase/ stair ghat for public convenience,Jharkhand,SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Construction of bathing ghat in Laka pond of village Aruwan of Aruwan Panchayat under Kuchai block.,10-Sep-2024,2024-10-09,500000,Vendor Identification,WS/MP18074/2024-2025/140227,500000.0
2433,Normal/Others,WS/MP18074/2024-2025/140228-Construction of public staircase/ stair ghat for public convenience,Jharkhand,SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Construction of bathing ghat in government pond (Burubanda) in village Galudih of Tilopada Panchayat under Kuchai block.,10-Sep-2024,2024-10-09,500000,Vendor Identification,WS/MP18074/2024-2025/140228,500000.0
2434,Normal/Others,"WS/MP18074/2024-2025/140229-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Construction of PCC road from football ground to Kanchanpur bathing ghat in village Kanchanpur of Sini Panchayat under Seraikela block.,10-Sep-2024,2024-10-09,600000,Vendor Identification,WS/MP18074/2024-2025/140229,600000.0
2435,Normal/Others,"WS/MP18074/2024-2025/140230-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Construction of PCC road from Bhagirathi Mahato's house to village Pradhan Mangal Marandi's house in village Pawarol of Mahitpur Panchayat under Seraikela block.,10-Sep-2024,2024-10-09,500000,Vendor Identification,WS/MP18074/2024-2025/140230,500000.0
2436,Normal/Others,"WS/MP18074/2024-2025/140231-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Construction of PCC road from Utkramit Vidyalaya to Lakhindra Mahato's house in village Banddih of Banddih Panchayat under Gamharia block.,10-Sep-2024,2024-10-09,700000,Vendor Identification,WS/MP18074/2024-2025/140231,700000.0
2437,Normal/Others,"WS/MP18074/2024-2025/140232-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Construction of PCC road from High School More Main Road to crematorium ghat in village Telisai of Kharsawan Panchayat under Kharsawan block.,10-Sep-2024,2024-10-09,600000,Vendor Identification,WS/MP18074/2024-2025/140232,600000.0
2438,Normal/Others,"WS/MP18074/2024-2025/140233-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Construction of PCC road from Gomeya Hembram's house to Dhakkanlal Sardar's house in village Patpat of Riring Panchayat under Kharsawan block.,10-Sep-2024,2024-10-08,500000,Vendor Identification,WS/MP18074/2024-2025/140233,500000.0
2439,Normal/Others,"WS/MP18074/2024-2025/140234-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Construction of PCC road from Krishna Modi's house to Bhajanto Pradhan's house in village Jerasai of Telaidih Panchayat under Kharsawan block.,10-Sep-2024,2024-10-09,600000,Vendor Identification,WS/MP18074/2024-2025/140234,600000.0
2440,Repair and Renovation,WS/MP18023/2024-2025/140235-Retrofitting in essential lifeline buildings,Assam,KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA),BIJULI KALITA MEDHI,GUWAHATI,Retrofittinng in building at Dalukagata satra uunayan Samity.,10-Sep-2024,2025-02-21,500000,Work partially Completed,WS/MP18023/2024-2025/140235,500000.0
2441,Normal/Others,WS/MP405/2024-2025/140236-Providing supply pipelines for drinking water,Andhra Pradesh,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Balashowry Vallabbhaneni,MACHILIPATNAM,Providing supply pipelines and motor for drinking water at Dantaguntla GP of Bapulapadu Mandal in Krishna District,10-Sep-2024,2024-10-30,299297,Physical Inspection,WS/MP405/2024-2025/140236,299297.0
2442,Normal/Others,WS/MP716/2024-2025/140237-Construction of public irrigation facilities,Punjab,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),Smt Harsimrat Kaur Badal,BHATINDA,For Laying Rcc Pipeline to Sukhwinderpal Singh Field At Village Bhullar Wala,11-Sep-2024,2024-09-25,373000,Work Completed,WS/MP716/2024-2025/140237,373000.0
2443,Normal/Others,WS/MP826/2024-2025/140238-Providing drains and gutters for public drainage,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,"Construction of drainage (jhora) at Khaptawali Gaon  Ref: Rewati Chhetri, Member Mirik Gram Panchayat (9091784652)",18-Sep-2024,2024-12-23,452119,Physical Inspection,WS/MP826/2024-2025/140238,452119.0
2444,Normal/Others,WS/MP347/2024-2025/140239-Street lights,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri Suresh Kodikunnil,MAVELIKKARA(SC),Minimast Light in front of Chennamkara Muslim Juma Ath in Pathanapuram Grama Panchayath,11-Sep-2024,2024-11-22,342606,Physical Inspection,WS/MP347/2024-2025/140239,342606.0
2445,Normal/Others,"WS/MP347/2024-2025/140240-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri Suresh Kodikunnil,MAVELIKKARA(SC),Construction of Pera- St.John's Marthoma Church- Cheruvalloore Road in Ummannoor Grama Panchayath,11-Sep-2024,2024-10-04,1406283,Physical Inspection,WS/MP347/2024-2025/140240,1406283.0
2446,Normal/Others,"WS/MP413/2024-2025/140245-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, the boundary wall cum PCC of the District Planning Office located in the District Collectorate premises is being constructed from my MP Fund. An amount of up to ten lakh fifty thousand rupees is recommended for the construction work.",11-Sep-2024,2024-10-01,1032374,Physical Inspection,WS/MP413/2024-2025/140245,1032374.0
2447,Normal/Others,"WS/MP347/2024-2025/140252-Purchase of IT systems, including hardware and software for educational purposes",Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri Suresh Kodikunnil,MAVELIKKARA(SC),"Provide Laptop to Govt.UPS,Nedumoncavu in Kareepra Grama Panchayath",11-Sep-2024,2024-09-12,212242,Physical Inspection,WS/MP347/2024-2025/140252,212242.0
2448,Normal/Others,"WS/MP18074/2024-2025/140256-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,SIMDEGA(Deputy Commissioner simdega_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Construction of PCC Road from Bhattitoli Azad Basti Khaja Garib Nawaz Mosque to Haki Masjid towards ex- Army’s house under Ward number -19.,11-Sep-2024,2024-10-02,600000,Work Completed,WS/MP18074/2024-2025/140256,600000.0
2449,Normal/Others,"WS/MP18074/2024-2025/140257-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,SIMDEGA(Deputy Commissioner simdega_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Construction of PCC Road from Sabir Khan's house to Mohd. Bin Asnari's house in Eidgah Mohalla under Ward number -19.,11-Sep-2024,2024-10-02,900000,Work Completed,WS/MP18074/2024-2025/140257,900000.0
2450,Normal/Others,WS/MP18176/2024-2025/140258-Providing supply pipelines for drinking water,Tamil Nadu,DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),SACHITHANANTHAM R,DINDIGUL,05.001 - Installing tube-wells and borewells in Eluvanampatty @ uchchampatty (supply pipelines for drinking water),12-Sep-2024,2024-09-20,499340,Physical Inspection,WS/MP18176/2024-2025/140258,499340.0
2451,Normal/Others,WS/MP334/2024-2025/140259-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near purana hanuman mandir mahavir sthan in mongo rangamati.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140259,22000.0
2452,Normal/Others,WS/MP334/2024-2025/140260-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near shiv mandir dihwa in mungo rangamati.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140260,22000.0
2453,Normal/Others,WS/MP334/2024-2025/140261-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near hanuman mandir harijan tola in mungo rangamati.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140261,22000.0
2454,Normal/Others,WS/MP334/2024-2025/140262-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near durga mandir dumuhan in mungo rangamati.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140262,22000.0
2455,Normal/Others,WS/MP334/2024-2025/140263-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near hanuman mandir paartand in mungo rangamati.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140263,22000.0
2456,Normal/Others,WS/MP334/2024-2025/140264-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near shiv mandir gamhariyatand.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140264,22000.0
2457,Normal/Others,WS/MP334/2024-2025/140265-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near bhuneshwar mahto house karma akhada purnadih in mungo rangamati.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140265,22000.0
2458,Normal/Others,WS/MP334/2024-2025/140266-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near hanuman mandir purnadih in mungo rangamati.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140266,22000.0
2459,Normal/Others,WS/MP334/2024-2025/140267-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near shiv mandir kothi in mungo rangamati,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140267,22000.0
2460,Normal/Others,WS/MP334/2024-2025/140268-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near nakul thakur house in kashiyatand in mungo rangamati.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140268,22000.0
2461,Normal/Others,WS/MP18176/2024-2025/140269-Lighting of public spaces,Tamil Nadu,DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),SACHITHANANTHAM R,DINDIGUL,Lighting of public spaces in Natham Ward No: 7 Mariyamman kovil high mast light,12-Sep-2024,2024-09-24,1000000,Work Completed,WS/MP18176/2024-2025/140269,1000000.0
2462,Normal/Others,"WS/MP18391/2024-2025/140271-Purchase of ambulances (Four, three and two wheelers)",Nagaland,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,Purchase of Community Ambulances 6 (six) Nos.,11-Sep-2024,2024-10-10,16912380,Physical Inspection,WS/MP18391/2024-2025/140271,16912380.0
2463,Normal/Others,"WS/MP18176/2024-2025/140272-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",Tamil Nadu,DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),SACHITHANANTHAM R,DINDIGUL,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.) in Pudhur @ paralipudhur Ration Shop",12-Sep-2024,2025-03-12,1000000,Work partially Completed,WS/MP18176/2024-2025/140272,1000000.0
2464,Normal/Others,"WS/MP18391/2024-2025/140274-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Nagaland,KOHIMA(DEPUTY COMMISIONER_7),S SUPONGMEREN JAMIR,NAGALAND,Construction of river embankment & water conservation plant at Kikha Kohima,11-Sep-2024,2024-11-29,11000000,Physical Inspection,WS/MP18391/2024-2025/140274,11000000.0
2465,Normal/Others,WS/MP334/2024-2025/140275-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near bajranga bali mandir rohaniyatand in penk,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140275,22000.0
2466,Normal/Others,WS/MP334/2024-2025/140276-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near mishrilal mahto house rohaniyatand in penk,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140276,22000.0
2467,Normal/Others,WS/MP334/2024-2025/140277-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near penk mod in penk,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140277,22000.0
2468,Normal/Others,WS/MP334/2024-2025/140278-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near bhathiyatand karam akhada in penk.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140278,22000.0
2469,Normal/Others,WS/MP334/2024-2025/140279-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near budhibagi shiv mandir in penk.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140279,22000.0
2470,Normal/Others,WS/MP334/2024-2025/140280-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near suraj turi house turi tola in penk,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140280,22000.0
2471,Normal/Others,WS/MP334/2024-2025/140281-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near mela tand in penk.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140281,22000.0
2472,Normal/Others,WS/MP334/2024-2025/140282-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near shiv mandir kadrukhutta in penk.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140282,22000.0
2473,Normal/Others,WS/MP334/2024-2025/140283-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near ramchandra mahto house kadrukhutta in penk.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140283,22000.0
2474,Normal/Others,WS/MP334/2024-2025/140284-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near suraj mahto house rohaniatand in penk.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140284,22000.0
2475,Normal/Others,WS/MP334/2024-2025/140285-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near shiv mandir jamtiyahir taalab in penk,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140285,22000.0
2476,Normal/Others,WS/MP334/2024-2025/140286-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near pyaari mahto house in penk.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140286,22000.0
