sr_no,state,work,work_id,ida,honble_members_of_parliament,constituency,expenditure_date,vendor_name,payment_status,fund_disbursed_amount,amount
41876,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222580,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41877,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18226/2025-2026/222402,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-09,Shiv kumar thekedar,Payment Success,1332742,1332742.0
41878,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18226/2025-2026/222402,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-01-29,Shiv kumar thekedar,Payment Success,448863,448863.0
41879,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222403,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41880,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222403,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41881,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222588,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41882,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222588,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41883,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222589,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41884,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222589,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41885,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222590,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41886,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222590,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41887,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222591,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41888,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222591,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41889,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222592,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41890,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222592,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41891,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222593,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41892,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222593,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41893,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222594,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41894,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222594,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41895,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222595,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41896,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222595,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41897,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252554,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41898,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252554,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41899,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252555,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41900,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252555,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41901,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252556,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41902,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252556,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41903,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252557,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41904,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252557,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41905,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252558,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41906,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252558,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41907,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252559,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41908,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252559,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41909,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252560,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41910,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252560,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41911,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252561,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41912,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252561,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41913,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252562,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41914,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252562,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41915,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252563,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41916,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252563,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41917,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252564,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41918,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252564,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41919,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252565,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41920,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252565,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41921,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252566,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41922,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252566,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41923,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252567,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41924,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252567,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41925,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252457,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41926,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252457,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41927,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252458,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41928,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252458,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41929,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252459,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41930,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252459,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41931,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252461,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41932,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252461,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41933,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252462,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41934,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252462,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41935,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252463,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41936,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252463,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41937,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252464,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41938,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252464,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41939,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252465,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41940,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252465,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41941,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252466,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41942,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252466,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41943,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252467,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41944,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252467,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41945,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252468,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41946,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252468,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41947,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252469,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41948,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252469,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41949,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252470,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41950,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252470,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41951,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252471,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41952,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252471,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41953,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252472,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41954,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252472,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41955,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252473,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41956,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252473,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41957,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252474,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41958,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252474,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41959,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252475,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41960,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252475,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41961,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252476,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41962,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252476,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41963,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252477,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41964,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252477,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41965,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252478,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41966,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252478,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41967,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252479,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41968,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252479,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41969,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252480,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41970,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252480,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41971,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252537,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41972,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252537,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41973,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252538,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41974,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252538,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41975,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252539,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41976,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252539,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41977,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252540,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41978,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252540,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41979,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252541,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41980,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252541,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41981,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252542,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41982,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252542,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41983,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252543,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41984,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252543,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41985,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252544,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
41986,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252544,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-05-27,Shiv kumar thekedar,Payment Success,49397,49397.0
41987,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/252546,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-03-24,Shiv kumar thekedar,Payment Success,107562,107562.0
