work_id,total_disbursed,payment_count,vendor_count,max_single_payment,min_single_payment,avg_payment,vendor_payment_ratio,largest_payment_ratio,vendor_count_zscore,vendor_count_outlier,max_single_payment_zscore,max_single_payment_outlier,total_disbursed_zscore,total_disbursed_outlier,log_total_disbursed,log_max_payment,log_avg_payment
WS/MP654/2025-2026/203070,998600.0,2,1,500000.0,498600.0,499300.0,0.5,0.5007009813739235,-0.15186309381776222,0,0.12022730328821984,0,0.6208490504741032,0,13.814110578450107,13.122365377402328,13.12096439929062
WS/MP654/2025-2026/207468,1500000.0,2,1,750000.0,750000.0,750000.0,0.5,0.5,-0.15186309381776222,0,0.5436131970098448,0,1.233610793216589,0,14.220976332738882,13.527829818844937,13.527829818844937
WS/MP654/2025-2026/211237,1000000.0,2,1,500000.0,500000.0,500000.0,0.5,0.5,-0.15186309381776222,0,0.12022730328821984,0,0.6225599927155062,0,13.815511557963774,13.122365377402328,13.122365377402328
WS/MP654/2025-2026/212041,500000.0,1,1,500000.0,500000.0,500000.0,1.0,1.0,-0.15186309381776222,0,0.12022730328821984,0,0.011509192214423525,0,13.122365377402328,13.122365377402328,13.122365377402328
WS/MP654/2025-2026/216706,500000.0,1,1,500000.0,500000.0,500000.0,1.0,1.0,-0.15186309381776222,0,0.12022730328821984,0,0.011509192214423525,0,13.122365377402328,13.122365377402328,13.122365377402328
WS/MP654/2025-2026/224999,1000000.0,2,1,500000.0,500000.0,500000.0,0.5,0.5,-0.15186309381776222,0,0.12022730328821984,0,0.6225599927155062,0,13.815511557963774,13.122365377402328,13.122365377402328
WS/MP654/2025-2026/225000,500000.0,1,1,500000.0,500000.0,500000.0,1.0,1.0,-0.15186309381776222,0,0.12022730328821984,0,0.011509192214423525,0,13.122365377402328,13.122365377402328,13.122365377402328
WS/MP654/2025-2026/225224,500000.0,1,1,500000.0,500000.0,500000.0,1.0,1.0,-0.15186309381776222,0,0.12022730328821984,0,0.011509192214423525,0,13.122365377402328,13.122365377402328,13.122365377402328
WS/MP654/2025-2026/230680,400000.0,2,1,200000.0,200000.0,200000.0,0.5,0.5,-0.15186309381776222,0,-0.38783576917773005,0,-0.11070096788579302,0,12.899222326086994,12.206077645517674,12.206077645517674
WS/MP654/2025-2026/230681,1000000.0,2,1,500000.0,500000.0,500000.0,0.5,0.5,-0.15186309381776222,0,0.12022730328821984,0,0.6225599927155062,0,13.815511557963774,13.122365377402328,13.122365377402328
WS/MP654/2025-2026/230682,1000000.0,2,1,500000.0,500000.0,500000.0,0.5,0.5,-0.15186309381776222,0,0.12022730328821984,0,0.6225599927155062,0,13.815511557963774,13.122365377402328,13.122365377402328
WS/MP654/2025-2026/233067,1499800.0,2,1,750000.0,749800.0,749900.0,0.5,0.5000666755567409,-0.15186309381776222,0,0.5436131970098448,0,1.2333663728963884,0,14.22084299060477,13.527829818844937,13.527696476799726
WS/MP654/2025-2026/245830,500000.0,1,1,500000.0,500000.0,500000.0,1.0,1.0,-0.15186309381776222,0,0.12022730328821984,0,0.011509192214423525,0,13.122365377402328,13.122365377402328,13.122365377402328
WS/MP654/2025-2026/252924,1499191.0,2,1,750000.0,749191.0,749595.5,0.5,0.500269812185372,-0.15186309381776222,0,0.5436131970098448,0,1.2326221130213781,0,14.220436854272762,13.527829818844937,13.527290340738565
WS/MP654/2025-2026/263747,998900.0,2,1,500000.0,498900.0,499450.0,0.5,0.5005506056662329,-0.15186309381776222,0,0.12022730328821984,0,0.6212156809544038,0,13.814410953620952,13.122365377402328,13.121264774160714
