sr_no,work_category,work,state,ida,work_description,honble_members_of_parliament,constituency,image,completion_date,amount_disbursed,work_id,amount
16153,Normal/Others,WS/MP18278/2025-2026/210576-Installing tube-wells and borewells,Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),NAGAR PANCHAYAT KHAROD ME BOR KHANAN AVM MOTAR PUMP PRATISTHAPANA KARYA (WORD NO. 13 - SHASHKIYA UCHCHA MADHYAMIK VIDHAYALAY KHAROD ),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-01-01,200000,WS/MP18278/2025-2026/210576,200000.0
16154,Normal/Others,"WS/MP758/2025-2026/176142-Purchase of smart boards, visual display units and projectors",Tamil Nadu,KARUR(DISTRICT COLLECTOR KARUR_IDA),"Purchase of Smart Boards for Government High School,Koyamballi,Thanthoni Union.",Smt S Jothimani,KARUR,Images,2025-09-23,199060,WS/MP758/2025-2026/176142,199060.0
16155,Normal/Others,"WS/MP574/2025-2026/216606-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),aakoli (tha) game bachubha pura vistarma pavar block work,Bharatsinhji Shankarji Dabhi,PATAN,Images,2025-09-23,400000,WS/MP574/2025-2026/216606,400000.0
16156,Normal/Others,WS/MP453/2025-2026/208317-Construction of boundary walls of existing public and community buildings,Odisha,KORAPUT(District Collector Koraput_IDA),"Improvement of Burial Ground at Totapada Dongri, Mastiput GP, Koraput Block",Saptagiri Sankar Ulaka,KORAPUT(ST),,2025-09-23,500000,WS/MP453/2025-2026/208317,500000.0
16157,Normal/Others,"WS/MP758/2025-2026/194777-Purchase of smart boards, visual display units and projectors",Tamil Nadu,KARUR(DISTRICT COLLECTOR KARUR_IDA),"Purchase of Smart Boards for Government Higher Secondary School, Porani, Jegathabi Panchayat",Smt S Jothimani,KARUR,Images,2025-09-23,199060,WS/MP758/2025-2026/194777,199060.0
16158,Normal/Others,WS/MP747/2025-2026/195994-Construction of public toilets and bathrooms,Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Providing Borewell and bathtub for women with compound wall in Samanatham village and panchayat,Manickam Tagore B,VIRUDHUNAGAR,Images,2025-09-23,698386,WS/MP747/2025-2026/195994,698386.0
16159,Normal/Others,"WS/MP758/2025-2026/176150-Purchase of smart boards, visual display units and projectors",Tamil Nadu,KARUR(DISTRICT COLLECTOR KARUR_IDA),"Purchase of Smart Board for the Dr.M A M Ramasamy Chettiyar Government High School,Ward No 4,Puliyur Town Panchayat.",Smt S Jothimani,KARUR,Images,2025-09-23,199060,WS/MP758/2025-2026/176150,199060.0
16160,Normal/Others,"WS/MP18069/2025-2026/205150-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Construction of link road Hadiyanju top Dharot ward no 2 G.P Prahnavi,RAJEEV BHARDWAJ,KANGRA,Images,2026-02-17,398400,WS/MP18069/2025-2026/205150,398400.0
16161,Normal/Others,WS/MP18186/2025-2026/197021-Lighting of public spaces,Tamil Nadu,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Installation of High Mas Light at Mylapore  in Devandavakkam Panchayat at poondi,Sasikanth Senthil,TIRUVALLUR(SC),,2025-09-23,434216,WS/MP18186/2025-2026/197021,434216.0
16162,Normal/Others,WS/MP485/2025-2026/222372-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),"Installetion of 13 Nos Street Light From Anil Sri house to Shanimondir Under Matla-I G.P. ( Hight-7 MTR, Wattage-70Wt 1No. Bulb 13nos of polls)",Pratima Mondal,JOYNAGAR(SC),Images,2025-09-24,349964,WS/MP485/2025-2026/222372,349964.0
16163,Normal/Others,WS/MP18055/2025-2026/176603-Setting up of kitchen and pantries,Gujarat,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),KITCHEN SHED IN HARKHAPURA PRIMARY SCHOOL,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,Images,2025-09-23,200000,WS/MP18055/2025-2026/176603,200000.0
16164,Normal/Others,"WS/MP18055/2025-2026/176601-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),NANI PINGLI VILLAGE BHAGLIYA FALIYA CEMENT CONCREAT ROAD,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,Images,2025-09-23,200000,WS/MP18055/2025-2026/176601,200000.0
16165,Normal/Others,WS/MP826/2024-2025/135706-Construction of footpaths and pedestrian ways,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Construction of footpath at Middle Kak Jhora Ward No XII Darjeeling Municipality,Raju Bista,DARJEELING,Images,2026-08-05,469178,WS/MP826/2024-2025/135706,469178.0
16166,Normal/Others,WS/MP372/2025-2026/185708-Construction of community centers and community halls,Odisha,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),CONSTRUCTION OF PATHARCHAKADA GOPAL SAHI COMMUNITY CENTRE,Shri Bhartruhari Mahtab,CUTTACK,,2026-02-16,100000,WS/MP372/2025-2026/185708,100000.0
16167,Normal/Others,"WS/MP490/2024-2025/187542-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),"Interlocking work in Gram Sabha Dafalpur from Ronald Rajiv Novuls house to Shivbalak Mishras house,Dafalpur. Length 80 m.",Shri Narendra Modi,VARANASI,Images,2025-09-23,456424,WS/MP490/2024-2025/187542,456424.0
16168,Normal/Others,WS/MP18393/2024-2025/154070-Construction of public libraries and reading rooms,Telangana,SIDDIPET(District Collector Siddipet_IDA),Construction of reading room at ST Colony,MADHAVANENI RAGHUNANDAN RAO,MEDAK,,2025-09-23,500000,WS/MP18393/2024-2025/154070,500000.0
16169,Normal/Others,"WS/MP416/2025-2026/190039-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),madhubani nagar nigam antargat ward no 27 me jamun sahani ke ghar se mukhya sadak tak 120 feet x 8 feet x 6 inch PCC sadak evam nala nirman karya,Ashok Kumar Yadav,MADHUBANI,,2025-09-23,398944,WS/MP416/2025-2026/190039,398944.0
16170,Normal/Others,"WS/MP18055/2025-2026/176611-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),DADA VALA (BATHIJI TEMPLE) FALIYA CEMENT CONCREAT ROAD WORK,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,Images,2025-09-23,200000,WS/MP18055/2025-2026/176611,200000.0
16171,Normal/Others,"WS/MP490/2024-2025/187527-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Interlocking work in Gamhapur from Gangapur Butted Canal to Sanjay Pandeys house. Length 53 m.,Shri Narendra Modi,VARANASI,Images,2025-09-30,339368,WS/MP490/2024-2025/187527,339368.0
16172,Normal/Others,"WS/MP18032/2025-2026/193878-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),Construction of road at sarenja ward no 3 from Bhola Kohar house to Aanganbadi kendra via Shri Ram Janki School,SUDHAKAR SINGH,BUXAR,,2025-09-23,993146,WS/MP18032/2025-2026/193878,993146.0
16173,Normal/Others,"WS/MP423/2025-2026/201040-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Construction of CC road with piling from house of Jakir Molla to house of Salam Molla via Patalpunja Sanerghat. (Length- 157 Mtr) under Patra GP,Shri Abhishek Banerjee,DIAMOND HARBOUR,Images,2025-09-23,300483,WS/MP423/2025-2026/201040,300483.0
16174,Normal/Others,"WS/MP18175/2025-2026/158071-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",Tamil Nadu,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),Construction of Ration shop building at Panjapalli panchayat Oddarthinnai village,MANI. A.,DHARAMAPURI,,2025-09-24,749592,WS/MP18175/2025-2026/158071,749592.0
16175,Normal/Others,WS/MP18045/2025-2026/204548-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204548,992000.0
16176,Normal/Others,"WS/MP490/2024-2025/187254-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Interlocking work in Kakarmatta ward no. 38 from Ramprasads house to Santan Sipahis house in Pahari Vaishnavi Vihar Colony. Length 76 m,Shri Narendra Modi,VARANASI,Images,2025-09-23,231752,WS/MP490/2024-2025/187254,231752.0
16177,Normal/Others,"WS/MP18032/2025-2026/193876-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),Construction of road and rest area drainage at Churamanpur ward no 7 from Baban yadav house to shiv mandir,SUDHAKAR SINGH,BUXAR,,2025-09-23,996941,WS/MP18032/2025-2026/193876,996941.0
16178,Normal/Others,WS/MP18045/2025-2026/204551-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204551,992000.0
16179,Normal/Others,"WS/MP490/2024-2025/187248-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Interlocking work in kandwa ward no. 19 from RP Mishras house in Kanchanpur to Ansh Narayan Jhas house. Length 28 m.,Shri Narendra Modi,VARANASI,Images,2025-09-30,213226,WS/MP490/2024-2025/187248,213226.0
16180,Normal/Others,WS/MP574/2025-2026/183676-Construction of common work sheds/ common covered sitting area,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),para vistarma jaher jagya upar shed work,Bharatsinhji Shankarji Dabhi,PATAN,Images,2025-09-23,300000,WS/MP574/2025-2026/183676,300000.0
16181,Normal/Others,WS/MP18045/2025-2026/204549-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204549,992000.0
16182,Normal/Others,"WS/MP372/2025-2026/186026-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),CONSTRUCTION OF KARDAPALLI DANDA THAKUR MUNDIA CC ROAD,Shri Bhartruhari Mahtab,CUTTACK,,2026-02-16,199000,WS/MP372/2025-2026/186026,199000.0
16183,Normal/Others,"WS/MP574/2025-2026/180978-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),limada van thi umedbhaina makan sudhi c c road,Bharatsinhji Shankarji Dabhi,PATAN,Images,2025-09-23,300000,WS/MP574/2025-2026/180978,300000.0
16184,Normal/Others,"WS/MP423/2025-2026/201038-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),"Construction of CC Road  from House of Birender Singh  to House of Bibha Sau Via House of Sanat Mondal  to House of Ekha Mondal. (Length- 100 Mtr) and Construction of a Culvart near House of Birender Singh. At Nawsha, Sansad-XV Under Sarisha G.P within D.H-II P.S",Shri Abhishek Banerjee,DIAMOND HARBOUR,Images,2025-09-23,258186,WS/MP423/2025-2026/201038,258186.0
16185,Normal/Others,WS/MP18045/2025-2026/204552-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204552,992000.0
16186,Normal/Others,WS/MP18045/2025-2026/204550-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204550,992000.0
16187,Normal/Others,WS/MP021/2025-2026/176279-Construction of community centers and community halls,Uttarakhand,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),ward number 40 Mein Shri Vishweshwar Mahadev Mandir Shiv Vihar himmatpur Malla UnchaPul post Haripur Nayak Sarvajanik Sthan Mein Janmilan Kendra Nirman Karya Hetu,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,Images,2025-10-06,249998,WS/MP021/2025-2026/176279,249998.0
16188,Normal/Others,"WS/MP819/2025-2026/219346-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MATHURA(DISTRICT MAGISTRAE MATHURA_IDA),"construction of cc road village nagla mahru, murja block mant from hoo kailasi to ho anil and vikas kumar",Smt Hema Malini,MATHURA,,2026-03-20,679269,WS/MP819/2025-2026/219346,679269.0
16189,Normal/Others,WS/MP18045/2025-2026/204557-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204557,992000.0
16190,Normal/Others,WS/MP18045/2025-2026/204554-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204554,992000.0
16191,Normal/Others,"WS/MP819/2025-2026/219323-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MATHURA(DISTRICT MAGISTRAE MATHURA_IDA),Construction of CC Road Village Chandpur Kalan block nauhjheel t ho Gauri Shankar Tiwari to Manoj Sharma and ho Babloo to ho Raju,Smt Hema Malini,MATHURA,,2026-03-20,392054,WS/MP819/2025-2026/219323,392054.0
16192,Normal/Others,WS/MP18045/2025-2026/204558-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204558,992000.0
16193,Normal/Others,"WS/MP18036/2025-2026/211436-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA),"Construction of PCC Road from the house of Pradeep Sah to the house of Dilip Sah in Balagoji village, Panchayat Peterpahari.",ARUN BHARTI,JAMUI(SC),Images,2025-09-23,499956,WS/MP18036/2025-2026/211436,499956.0
16194,Normal/Others,"WS/MP021/2025-2026/174632-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttarakhand,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Janpad Nainital antargat gram bacchi Nagar number 2 Mein link Marg se Sardar Mahendra Singh Ke Khet Tak CC marg Nirman kairiy hetu,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,Images,2025-09-30,250000,WS/MP021/2025-2026/174632,250000.0
16195,Normal/Others,WS/MP18045/2025-2026/204555-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204555,992000.0
16196,Normal/Others,WS/MP18045/2025-2026/204553-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204553,992000.0
16197,Normal/Others,WS/MP18045/2025-2026/204556-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204556,992000.0
16198,Normal/Others,WS/MP18045/2025-2026/204564-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204564,992000.0
16199,Normal/Others,"WS/MP323/2025-2026/206711-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,JUNAGADH(DISTRICT COLLECTOR JUNAGADH_IDA),"Junagadh District,Junagadh Taluka,Khalilpur Village,Work of laying paver blocks in the school grounds of Khalilpur village",Rajeshbhai Naranbhai Chudasama,JUNAGADH,Images,2025-09-23,299400,WS/MP323/2025-2026/206711,299400.0
16200,Normal/Others,WS/MP18045/2025-2026/204560-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204560,992000.0
16201,Normal/Others,WS/MP18045/2025-2026/204561-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204561,992000.0
16202,Normal/Others,WS/MP870/2025-2026/200534-Construction of bus-sheds or bus-stops,Tamil Nadu,VELLORE(DISTRICT COLLECTOR VELLORE_IDA),Construction of Bus shelter at Thenputhupattu Melpallipattu Panchyat Anaicut Union,D M Kathir Anand,VELLORE,Images,2025-09-25,1099700,WS/MP870/2025-2026/200534,1099700.0
16203,Normal/Others,WS/MP18045/2025-2026/204559-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204559,992000.0
16204,Normal/Others,WS/MP18045/2025-2026/204562-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204562,992000.0
16205,Normal/Others,WS/MP18045/2025-2026/204563-Installation of fixed garden gym equipment,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),FOR OPEN GYM,VIJAYLAKSHMI DEVI,SIWAN,Images,2025-09-23,992000,WS/MP18045/2025-2026/204563,992000.0
16206,Normal/Others,"WS/MP485/2025-2026/205668-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Construction of Concrete Road from Dhonpota Halderpara Shib Mandir to Nani Panday house at Dhonpota G.P.,Pratima Mondal,JOYNAGAR(SC),Images,2025-09-23,339507,WS/MP485/2025-2026/205668,339507.0
16207,Normal/Others,"WS/MP710/2025-2026/149820-Construction of roads, link roads, pathways or any other road with or without drainage system",Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),"Formation and providing WBM Gr.1 to the  Gnanasambandam Nagar  and WBM Gr.2 to the   Balaji Nagar, Muthupillaipalayam, Oulgaret Municipality, Puducherry.",Vaithilingam Ve,Puducherry,Images,2025-09-23,845883,WS/MP710/2025-2026/149820,845883.0
16208,Normal/Others,"WS/MP485/2025-2026/205640-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Construction of Concrete Road from Jalashi PWD Road Hemanta Purkait house to Ashoke Jala house via PWD Road at Amratala G.P.,Pratima Mondal,JOYNAGAR(SC),Images,2025-09-23,149465,WS/MP485/2025-2026/205640,149465.0
16209,Normal/Others,WS/MP18228/2025-2026/159068-Street lights,Uttar Pradesh,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),SADABRIJ RAJBHAR S/O PANNA RAJBHAR K GHAR K PASS 1 NAG SOLAR LIGHT,PRIYA SAROJ,MACHHLISHAHR(SC),Images,2025-09-23,20944,WS/MP18228/2025-2026/159068,20944.0
16210,Normal/Others,WS/MP18251/2025-2026/178572-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 4 NOS OF 9 MTR OCTAGONAL MINI MAST STREET LIGHT EACH HAVING 5 NOS OF 110 W LED FLOOD LIGHT FITTING MODEL BVP192 LED 110 CW IN THE FOLLOWING LOCATIONS IN WARD NO 01 OF SONARPUR RAJPUR MUNICIPALITY UNDER SONARPUR UTTAR AC,SAYANI GHOSH,JADAVPUR,Images,2025-09-23,429139,WS/MP18251/2025-2026/178572,429139.0
16211,Normal/Others,WS/MP18156/2025-2026/219877-Installation of fixed garden gym equipment,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Installation of  an outdoor gym,CHARANJIT SINGH CHANNI,JALANDHAR(SC),Images,2026-03-10,97338,WS/MP18156/2025-2026/219877,97338.0
16212,Normal/Others,WS/MP18032/2024-2025/143624-Construction of common work sheds/ common covered sitting area,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),Construction of common shed and sitting area at Gandhi Ji Memorial Chowk Baruna(Kota),SUDHAKAR SINGH,BUXAR,,2025-09-23,296036,WS/MP18032/2024-2025/143624,296036.0
16213,Normal/Others,WS/MP453/2025-2026/208325-Construction of community centers and community halls,Odisha,KORAPUT(District Collector Koraput_IDA),"Construction of Community Hall at Thatapadar Village, Mahadeiput GP, Koraput Block",Saptagiri Sankar Ulaka,KORAPUT(ST),,2025-09-23,300000,WS/MP453/2025-2026/208325,300000.0
16214,Normal/Others,WS/MP18156/2025-2026/219876-Installation of fixed garden gym equipment,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Installation of  an outdoor gym,CHARANJIT SINGH CHANNI,JALANDHAR(SC),Images,2026-03-11,97338,WS/MP18156/2025-2026/219876,97338.0
16215,Normal/Others,WS/MP18251/2025-2026/178577-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),"INSTALLATION OF 4 NOS OF 9 MTR OCTAGONAL MINI MAST STREET LIGHT, EACH HAVING 5 NOS OF 110 W LED FLOOD LIGHT FITTING (MODEL BVP192 LED 110 CW) IN THE FOLLOWING LOCATIONS IN WARD NO 02 OF SONARPUR RAJPUR MUNICIPALITY UNDER SONARPUR UTTAR AC",SAYANI GHOSH,JADAVPUR,Images,2025-09-23,429139,WS/MP18251/2025-2026/178577,429139.0
16216,Normal/Others,WS/MP18156/2025-2026/219883-Installation of fixed garden gym equipment,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Installation of  an outdoor gym,CHARANJIT SINGH CHANNI,JALANDHAR(SC),Images,2026-03-10,97338,WS/MP18156/2025-2026/219883,97338.0
16217,Normal/Others,"WS/MP18032/2025-2026/193382-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),Construction of PCC road at Baruna from Riyazu Ansari house to Maszid,SUDHAKAR SINGH,BUXAR,,2025-09-23,231582,WS/MP18032/2025-2026/193382,231582.0
16218,Normal/Others,WS/MP719/2025-2026/200984-Construction of community centers and community halls,Rajasthan,Dudu(DISTRICT COLLECTOR Dudu_IDA),Construction of community hall in village mandi,Bhagirath Chaudhary,AJMER,Images,2025-12-12,483782,WS/MP719/2025-2026/200984,483782.0
16219,Normal/Others,WS/MP18251/2025-2026/178582-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),"INSTALLATION OF 5 NOS OF 9 MTR OCTAGONAL MINI MAST STREET LIGHT, EACH HAVING 5 NOS OF 110 W LED FLOOD LIGHT FITTING (MODEL BVP192 LED 110 CW) IN THE FOLLOWING LOCATIONS IN WARD NO 03 OF SONARPUR RAJPUR MUNICIPALITY UNDER SONARPUR UTTAR AC",SAYANI GHOSH,JADAVPUR,Images,2025-09-23,536423,WS/MP18251/2025-2026/178582,536423.0
16220,Normal/Others,WS/MP18083/2025-2026/213317-Construction of rooms and halls in school and colleges,Karnataka,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),Continued construction of school theater in Panpila village under Daregudde Gram Panchayat,CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,Images,2025-09-23,499830,WS/MP18083/2025-2026/213317,499830.0
16221,Normal/Others,WS/MP870/2025-2026/200536-Construction of bus-sheds or bus-stops,Tamil Nadu,VELLORE(DISTRICT COLLECTOR VELLORE_IDA),Construction of Bus shelter at Near Petrol Bunk Back Side asanampattu road Gururajapalayam Panchyat Anaicut Union,D M Kathir Anand,VELLORE,Images,2025-09-23,1099508,WS/MP870/2025-2026/200536,1099508.0
16222,Normal/Others,WS/MP18182/2025-2026/184694-Lighting of public spaces,Tamil Nadu,VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),"Supply and Erecting of 12Mtr LED High mast Light at Ward No.39 Shanmuga Mill Road, Alagai Nagar, Moonru Mukku near in Rajapalayam Municipality.",DR RANI SRI KUMAR,TENKASI(SC),Images,2025-09-23,429703,WS/MP18182/2025-2026/184694,429703.0
16223,Normal/Others,WS/MP18182/2025-2026/184693-Lighting of public spaces,Tamil Nadu,VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),"Supply and Erecting of 12Mtr LED High mast Light at Ward No.41 Chathirapatty Road, Mariamman Kovil near in Rajapalayam Municipality.",DR RANI SRI KUMAR,TENKASI(SC),Images,2025-09-23,429703,WS/MP18182/2025-2026/184693,429703.0
16224,Normal/Others,WS/MP372/2025-2026/185275-Construction of community centers and community halls,Odisha,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),"CONSTRUCTION OF COMMUNITY CENTER , WARD NO.50, NUAPADA, NEAR KUNJA BIHARI THAKURA",Shri Bhartruhari Mahtab,CUTTACK,Images,2025-09-23,300000,WS/MP372/2025-2026/185275,300000.0
16225,Normal/Others,WS/MP18182/2025-2026/184691-Lighting of public spaces,Tamil Nadu,VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),"Supply and Erecting of 12Mtr LED High mast Light at Ward No.22 Ambalapuli Bazaar, Nallumukku Rice mill street in Rajapalayam Municipality.",DR RANI SRI KUMAR,TENKASI(SC),Images,2025-09-23,429703,WS/MP18182/2025-2026/184691,429703.0
16226,Normal/Others,WS/MP18182/2025-2026/184692-Lighting of public spaces,Tamil Nadu,VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),Supply and Erecting of 12Mtr LED High mast Light at Ward No.27 Karuppa Gnaniyar kovil street in Rajapalayam Municipality.,DR RANI SRI KUMAR,TENKASI(SC),Images,2025-09-23,429703,WS/MP18182/2025-2026/184692,429703.0
