sr_no,work_category,work,state,ida,work_description,honble_members_of_parliament,constituency,image,completion_date,amount_disbursed,work_id,amount
26210,Normal/Others,WS/MP18278/2025-2026/228581-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM-SINGHITARAI SHASKIYA HIGH SCHOOLO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,40000,WS/MP18278/2025-2026/228581,40000.0
26211,Normal/Others,WS/MP18278/2025-2026/228580-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM-SAKRALI ME SHASKIYA UCHHTAR MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,40000,WS/MP18278/2025-2026/228580,40000.0
26212,Normal/Others,WS/MP18278/2025-2026/228592-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM-SARADIH ME SHASKIYA HIGH SCHOOLO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,40000,WS/MP18278/2025-2026/228592,40000.0
26213,Normal/Others,WS/MP18278/2025-2026/228591-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM-SAPIYA ME SHASKIYA UCHHTAR MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,40000,WS/MP18278/2025-2026/228591,40000.0
26214,Normal/Others,WS/MP18278/2025-2026/228590-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM-JAMDI ME SHASKIYA HIGH SCHOOLO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,40000,WS/MP18278/2025-2026/228590,40000.0
26215,Normal/Others,WS/MP18278/2025-2026/228589-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM-BHOTHIDIH ME SHASKIYA HIGH SCHOOLO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,40000,WS/MP18278/2025-2026/228589,40000.0
26216,Normal/Others,WS/MP18278/2025-2026/228588-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM-CHISDA ME SHASKIYA HIGH SCHOOLO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,40000,WS/MP18278/2025-2026/228588,40000.0
26217,Normal/Others,WS/MP18278/2025-2026/228587-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM-SENDURAS ME SHASKIYA HIGH SCHOOLO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,40000,WS/MP18278/2025-2026/228587,40000.0
26218,Normal/Others,WS/MP18169/2025-2026/255568-Construction of common work sheds/ common covered sitting area,Rajasthan,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),Construction of a tin shed for community programs near the Avrimata Temple in Nakli village.,MAHIMA KUMARI MEWAR,RAJSAMAND,,2026-03-17,599939,WS/MP18169/2025-2026/255568,599939.0
26219,Normal/Others,WS/MP18278/2025-2026/224851-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM MANDRAGODHI SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224851,10000.0
26220,Normal/Others,WS/MP18278/2025-2026/224850-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM DHIMANI ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224850,10000.0
26221,Normal/Others,WS/MP18278/2025-2026/224846-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM BARPALIKALA ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224846,10000.0
26222,Normal/Others,WS/MP18278/2025-2026/224849-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM BODASAGAR ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224849,10000.0
26223,Normal/Others,WS/MP524/2025-2026/198100-Providing supply pipelines for drinking water,Andhra Pradesh,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),"Providing pipeline at Murevandla  palle ,Ch Ch reddy gari palle",Midhun Reddy,RAJAMPET,Images,2026-02-04,103948,WS/MP524/2025-2026/198100,103948.0
26224,Normal/Others,WS/MP18278/2025-2026/224856-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM DEOGAON ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224856,10000.0
26225,Normal/Others,WS/MP18278/2025-2026/224854-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM NAURANGPUR ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224854,10000.0
26226,Normal/Others,WS/MP524/2025-2026/198091-Providing supply pipelines for drinking water,Andhra Pradesh,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Providing pipeline at Server peta   Bommaiahgari palle G.P,Midhun Reddy,RAJAMPET,Images,2026-02-04,139618,WS/MP524/2025-2026/198091,139618.0
26227,Normal/Others,WS/MP524/2025-2026/198101-Providing supply pipelines for drinking water,Andhra Pradesh,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),"Providing pipeline at Yellappa oddu HW , Ch Ch reddy gari palle G.P",Midhun Reddy,RAJAMPET,Images,2026-02-04,59060,WS/MP524/2025-2026/198101,59060.0
26228,Normal/Others,WS/MP524/2025-2026/198063-Providing supply pipelines for drinking water,Andhra Pradesh,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),"Providing pipe line from pws scheme to OHSR tank RC Puram colony, Bommaihgari palle",Midhun Reddy,RAJAMPET,Images,2026-02-04,44551,WS/MP524/2025-2026/198063,44551.0
26229,Normal/Others,WS/MP18278/2025-2026/224852-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM MARGHATI ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224852,10000.0
26230,Normal/Others,WS/MP524/2025-2026/198089-Providing supply pipelines for drinking water,Andhra Pradesh,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Providing pipeline at Ch kinda HW    Bommaiahgari palle G.P,Midhun Reddy,RAJAMPET,Images,2026-02-04,116772,WS/MP524/2025-2026/198089,116772.0
26231,Normal/Others,WS/MP18278/2025-2026/224855-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM DOKSI ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224855,10000.0
26232,Normal/Others,WS/MP18314/2025-2026/213557-Installing tube-wells and borewells,Punjab,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),Installation of Submersible Motors for Drinking Water In Bihle Wala Road Near Jagga Singh So Gurdev Singh (Majbi Sikh) Village Chhiniwal Kalan Block Mehal Kalan,GURMEET SINGH MEET HAYER,SANGRUR,Images,2026-02-01,70000,WS/MP18314/2025-2026/213557,70000.0
26233,Normal/Others,WS/MP18278/2025-2026/224853-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM SARASKELA ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224853,10000.0
26234,Normal/Others,WS/MP18278/2025-2026/224860-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM MOHANDI KHURD ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224860,10000.0
26235,Normal/Others,WS/MP18278/2025-2026/224857-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM MOHTRA ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,10000,WS/MP18278/2025-2026/224857,10000.0
26236,Normal/Others,WS/MP18278/2025-2026/224862-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM BHEDIKONA ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224862,10000.0
26237,Normal/Others,WS/MP18278/2025-2026/224861-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM DARRABHATHA ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224861,10000.0
26238,Normal/Others,WS/MP18278/2025-2026/224859-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM SARASDOL ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224859,10000.0
26239,Normal/Others,WS/MP18278/2025-2026/224858-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM RANPOTA ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224858,10000.0
26240,Normal/Others,WS/MP18278/2025-2026/224864-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM BAGHAUD ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224864,10000.0
26241,Normal/Others,WS/MP18314/2025-2026/227231-Construction of bus-sheds or bus-stops,Punjab,SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),Construction of RCC bus-stops Village Bhagwanpura Block Sherpur,GURMEET SINGH MEET HAYER,SANGRUR,Images,2026-08-14,249917,WS/MP18314/2025-2026/227231,249917.0
26242,Normal/Others,WS/MP18278/2025-2026/224865-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM BANDHAPALI ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224865,10000.0
26243,Normal/Others,WS/MP329/2025-2026/237314-Purchase of mobile sanitation equipment,Haryana,MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA),Purchase and providing one tractor (21-25) HP to GP and Gaushala for sanitation purposes,Shri  Dharambir Singh,BHIWANI MAHENDRAGARH,,2026-03-19,380000,WS/MP329/2025-2026/237314,380000.0
26244,Normal/Others,WS/MP18278/2025-2026/224863-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM SUKHADA ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224863,10000.0
26245,Normal/Others,WS/MP18278/2025-2026/224866-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM KANAKOT ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224866,10000.0
26246,Normal/Others,WS/MP716/2025-2026/203937-Construction of additional rooms and halls in the existing public and community building,Punjab,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Interlock tiles in General Dharamshala,Smt Harsimrat Kaur Badal,BHATINDA,Images,2026-04-07,100000,WS/MP716/2025-2026/203937,100000.0
26247,Normal/Others,WS/MP18278/2025-2026/224867-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM ODEKERA ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224867,10000.0
26248,Normal/Others,WS/MP18278/2025-2026/224871-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM CHHAWARIPALI ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224871,10000.0
26249,Normal/Others,"WS/MP18218/2025-2026/186316-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GHAZIABAD(DISTRICT MAGISTRAE GHAZIABAD_IDA),Gram panchayat makrera mahmudabad me jitendra ke makan se prakash veer ke khet tak intar locking tiles ka nirman kary and chatrapal singh ke khet se siddheshwar mahadev kuti nale tak 350 mit intar locking tiles ka nirman kary,ATUL GARG,GHAZIABAD,,2026-02-02,1673312,WS/MP18218/2025-2026/186316,1673312.0
26250,Normal/Others,WS/MP18278/2025-2026/224872-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM SIRAULI ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224872,10000.0
26251,Normal/Others,WS/MP478/2025-2026/198680-Construction of common work sheds/ common covered sitting area,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Gram Baadwala ke Ground me Tin Shed Nirman (Working Agency Nagar Palika Herbertpur),Mala Rajya Laxmi Shah,TEHRI GARHWAL,Images,2026-02-02,496800,WS/MP478/2025-2026/198680,496800.0
26252,Normal/Others,"WS/MP574/2025-2026/181136-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),gothada mukame damar road thi prathamik shalani bajuma water workar oradi taraf c c road,Bharatsinhji Shankarji Dabhi,PATAN,Images,2026-02-23,200000,WS/MP574/2025-2026/181136,200000.0
26253,Normal/Others,WS/MP18278/2025-2026/224868-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM NIMUHI ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224868,10000.0
26254,Normal/Others,WS/MP18278/2025-2026/224870-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM KATEKONI BADE ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224870,10000.0
26255,Normal/Others,WS/MP18278/2025-2026/224869-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM BARTUNGA ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224869,10000.0
26256,Normal/Others,WS/MP18278/2025-2026/224874-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM MEDHAPALI ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224874,10000.0
26257,Normal/Others,WS/MP18265/2025-2026/240814-Construction of public irrigation facilities,Tamil Nadu,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),Construction of 100 mtrs Drainage at Lakshminarayanapurm - Pudu Nagar,M.K. VISHNUPRASAD,CUDDALORE,Images,2026-05-15,498844,WS/MP18265/2025-2026/240814,498844.0
26258,Normal/Others,WS/MP478/2025-2026/198713-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Gram Bulakiwala me pradeep Thakur ke Ghar se Vijay vinjola ke ghar tak C.C. Road ( Working Agency Nagar Palika Herbertpur),Mala Rajya Laxmi Shah,TEHRI GARHWAL,Images,2026-02-02,249257,WS/MP478/2025-2026/198713,249257.0
26259,Normal/Others,"WS/MP18265/2025-2026/241766-Construction of roads, link roads, pathways or any other road with or without drainage system",Tamil Nadu,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),Laying of 130 mtrs CC road in Siruvathur village,M.K. VISHNUPRASAD,CUDDALORE,Images,2026-02-26,999741,WS/MP18265/2025-2026/241766,999741.0
26260,Normal/Others,WS/MP18278/2025-2026/224873-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM BADADARHA ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,10000,WS/MP18278/2025-2026/224873,10000.0
26261,Normal/Others,WS/MP381/2025-2026/228382-Development of playground,Punjab,AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),For Repair of School Building,Shri Gurjeet Singh Aujla,AMRITSAR,,2026-04-30,200000,WS/MP381/2025-2026/228382,200000.0
26262,Normal/Others,WS/MP18278/2025-2026/224876-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM HARDI ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224876,10000.0
26263,Normal/Others,WS/MP18278/2025-2026/224875-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM SARADIH ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224875,10000.0
26264,Normal/Others,WS/MP18162/2025-2026/210169-Construction of community centers and community halls,Rajasthan,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),Chhayagrah Nirman kary Mukhay Chauraha par Vill-Barsani GP-Barsni PS-Badnor,DAMODAR AGARWAL,BHILWARA,,2026-04-23,489511,WS/MP18162/2025-2026/210169,489511.0
26265,Normal/Others,WS/MP18278/2025-2026/224881-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM PARSADIH ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224881,10000.0
26266,Normal/Others,WS/MP18278/2025-2026/224879-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM BHOTHIDIH ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-17,10000,WS/MP18278/2025-2026/224879,10000.0
26267,Normal/Others,WS/MP478/2025-2026/198711-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Gram Rajawala me Ramkali ke Ghar se kaman singh ke Ghar tak C.C. Road (Working Agency Naga palik Herbertpur),Mala Rajya Laxmi Shah,TEHRI GARHWAL,Images,2026-02-02,248082,WS/MP478/2025-2026/198711,248082.0
26268,Normal/Others,WS/MP716/2025-2026/203934-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Punjab,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),General Graveyard,Smt Harsimrat Kaur Badal,BHATINDA,Images,2026-04-07,400000,WS/MP716/2025-2026/203934,400000.0
26269,Normal/Others,WS/MP673/2025-2026/172566-Construction of bus-sheds or bus-stops,Maharashtra,SOLAPUR(DISTRICT COLLECTOR SOLAPUR_IDA),Construction of bus-sheds or bus-stops Undegaon ta. Barshi,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OSMANABAD,,2026-02-02,291682,WS/MP673/2025-2026/172566,291682.0
26270,Normal/Others,"WS/MP588/2025-2026/208023-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,JAMNAGAR(DISTRICT COLLECTOR JAMNAGAR_IDA),For paver block work on the road from Bharat Raymal s house to Theba in Hapa village,Smt Poonamben Hematbhai Maadam,JAMNAGAR,Images,2026-02-02,499151,WS/MP588/2025-2026/208023,499151.0
26271,Normal/Others,WS/MP499/2025-2026/172669-Construction of buildings for community cultural activities,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),"Construction of Cultral Stage, Vill- Gug, Mouja - Gug, Dag - 400, J.L  - 26, Kasthagara G.P , RPH - I Block, Executive Agency - Prodhan Kathagara G.P",Smt Satabdi Roy (Banerjee),BIRBHUM,Images,2026-02-02,299989,WS/MP499/2025-2026/172669,299989.0
26272,Normal/Others,WS/MP18157/2025-2026/198815-Street lights,Punjab,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),"Installation of Solar Lights in Village Majri, Block Sidhwan Bet, Distt. Ludhiana",AMRINDER SINGH RAJA WARRING,LUDHIANA,Images,2026-03-19,105489,WS/MP18157/2025-2026/198815,105489.0
26273,Normal/Others,"WS/MP18190/2025-2026/169439-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),Laying of CC Road from Guguloth Uppende (H) to Bhukya Shanke (H),BALRAM NAIK PORIKA,MAHABUBABAD,Images,2026-02-02,247596,WS/MP18190/2025-2026/169439,247596.0
26274,Normal/Others,WS/MP18278/2025-2026/224880-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM HARETHI KALAN ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,10000,WS/MP18278/2025-2026/224880,10000.0
26275,Normal/Others,WS/MP18278/2025-2026/224877-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM CHURTELI ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,10000,WS/MP18278/2025-2026/224877,10000.0
26276,Normal/Others,WS/MP18184/2025-2026/171658-Construction of veterinary hospitals and dispensaries,Tamil Nadu,THENI(District Collector Theni_5),"Construction of new Veterinary Hospital, regional branch",THANGA TAMILSELVAN,THENI,Images,2026-02-02,810690,WS/MP18184/2025-2026/171658,810690.0
26277,Normal/Others,"WS/MP579/2025-2026/251995-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,ANAND(District Collector ANAND_IDA),Malu game Bhathiji Mandir Vistarma Rain Basera Nu Kam,Mitesh Rameshbhai Bakabhai Patel,ANAND,Images,2026-04-08,249402,WS/MP579/2025-2026/251995,249402.0
26278,Normal/Others,WS/MP18278/2025-2026/224878-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM KASHIGARH ME SHASKIYA PURV MADHYAMIK VIDHYALAYO KI PUSTAKALAYO ME PUSTAK KHARIDI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2026-03-23,10000,WS/MP18278/2025-2026/224878,10000.0
